control_id,variant_id,variant,family,nist_title,vocab_pattern,ml_reason,mlassure_pattern,collectors,control_text,meaning_preserved,notes
RA-7,RA-7.v0,0,RA,Risk Response,vague-qualifier,A failed data-quality monitor and an undocumented hotfix are findings from monitoring and change records; the fixture shows no linked response.,synthesis,getModelMonitorSchedules|getCloudTrailEvents,"Respond to findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
RA-7,RA-7.v1,1,RA,Risk Response,vague-qualifier,A failed data-quality monitor and an undocumented hotfix are findings from monitoring and change records; the fixture shows no linked response.,synthesis,getModelMonitorSchedules|getCloudTrailEvents,"Address findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",,
RA-7,RA-7.v2,2,RA,Risk Response,vague-qualifier,A failed data-quality monitor and an undocumented hotfix are findings from monitoring and change records; the fixture shows no linked response.,synthesis,getModelMonitorSchedules|getCloudTrailEvents,"In accordance with organizational risk tolerance, respond to findings from security and privacy assessments, monitoring, and audits.",,
RA-7,RA-7.v3,3,RA,Risk Response,vague-qualifier,A failed data-quality monitor and an undocumented hotfix are findings from monitoring and change records; the fixture shows no linked response.,synthesis,getModelMonitorSchedules|getCloudTrailEvents,"Findings from security and privacy assessments, monitoring, and audits are responded to in accordance with organizational risk tolerance.",,
RA-7,RA-7.v4,4,RA,Risk Response,vague-qualifier,A failed data-quality monitor and an undocumented hotfix are findings from monitoring and change records; the fixture shows no linked response.,synthesis,getModelMonitorSchedules|getCloudTrailEvents,"Take action on findings from security and privacy assessments, monitoring, and audits in accordance with organizational risk tolerance.",,
SA-10,SA-10.v0,0,SA,Developer Configuration Management,specific,"Registry approval versus CloudTrail deploys (including a hotfix with no package) show whether only organization-approved, documented model changes were implemented.",correlation,getCloudTrailEvents|getModelRegistryEntry,"Require the developer of the system, system component, or system service to: a. Perform configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation; disposal]; b. Document, manage, and control the integrity of changes to [Assignment: organization-defined configuration items under configuration management]; c. Implement only organization-approved changes to the system, component, or service; d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and e. Track security flaws and flaw resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel].",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SA-10,SA-10.v1,1,SA,Developer Configuration Management,specific,"Registry approval versus CloudTrail deploys (including a hotfix with no package) show whether only organization-approved, documented model changes were implemented.",correlation,getCloudTrailEvents|getModelRegistryEntry,"Require the developer of the system, system component, or system service to: a. Carry out configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation; disposal]; b. Document, manage, and control the integrity of changes to [Assignment: organization-defined configuration items under configuration management]; c. Implement only organization-approved changes to the system, component, or service; d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and e. Track security flaws and flaw resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel].",,
SA-10,SA-10.v2,2,SA,Developer Configuration Management,specific,"Registry approval versus CloudTrail deploys (including a hotfix with no package) show whether only organization-approved, documented model changes were implemented.",correlation,getCloudTrailEvents|getModelRegistryEntry,"The developer of the system, system component, or system service is required to: a. Perform configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation; disposal]; b. Document, manage, and control the integrity of changes to [Assignment: organization-defined configuration items under configuration management]; c. Implement only organization-approved changes to the system, component, or service; d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and e. Track security flaws and flaw resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel].",,
SA-10,SA-10.v3,3,SA,Developer Configuration Management,specific,"Registry approval versus CloudTrail deploys (including a hotfix with no package) show whether only organization-approved, documented model changes were implemented.",correlation,getCloudTrailEvents|getModelRegistryEntry,"Require the developer of the system, system component, or system service to: a. Perform configuration management during [Selection (one or more): design; development; implementation; operation; disposal] of the system, component, or service; b. Document, manage, and control integrity of changes to [Assignment: organization-defined configuration items under configuration management]; c. Implement only those changes to the system, component, or service that the organization has approved; d. Document approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and e. Track security flaws and their resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel].",,
SA-10,SA-10.v4,4,SA,Developer Configuration Management,specific,"Registry approval versus CloudTrail deploys (including a hotfix with no package) show whether only organization-approved, documented model changes were implemented.",correlation,getCloudTrailEvents|getModelRegistryEntry,"Require the developer of the system, system component, or system service to: a. Perform configuration management during system, component, or service [Selection (one or more): design; development; implementation; operation; disposal]; b. Control, manage, and document the integrity of changes to [Assignment: organization-defined configuration items under configuration management]; c. Implement only organization-approved changes to the system, component, or service; d. Record approved changes to the system, component, or service and the potential security and privacy impacts of such changes; and e. Track security flaws and flaw resolution within the system, component, or service and report findings to [Assignment: organization-defined personnel].",,
SA-10(5),SA-10(5).v0,0,SA,Developer Configuration Management | Mapping Integrity for Version Control,specific,Registry modelPackageVersion versus the hotfix endpointConfigName tests whether the deployed version still maps to the master package record.,correlation,getModelRegistryEntry|getCloudTrailEvents,"Require the developer of the system, system component, or system service to maintain the integrity of the mapping between the master build data describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SA-10(5),SA-10(5).v1,1,SA,Developer Configuration Management | Mapping Integrity for Version Control,specific,Registry modelPackageVersion versus the hotfix endpointConfigName tests whether the deployed version still maps to the master package record.,correlation,getModelRegistryEntry|getCloudTrailEvents,"The developer of the system, system component, or system service is required to maintain the integrity of the mapping between the master build data describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.",,
SA-10(5),SA-10(5).v2,2,SA,Developer Configuration Management | Mapping Integrity for Version Control,specific,Registry modelPackageVersion versus the hotfix endpointConfigName tests whether the deployed version still maps to the master package record.,correlation,getModelRegistryEntry|getCloudTrailEvents,"Require the developer of the system, system component, or system service to keep intact the mapping between the master build data describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.",,
SA-10(5),SA-10(5).v3,3,SA,Developer Configuration Management | Mapping Integrity for Version Control,specific,Registry modelPackageVersion versus the hotfix endpointConfigName tests whether the deployed version still maps to the master package record.,correlation,getModelRegistryEntry|getCloudTrailEvents,"Require that the developer of the system, system component, or system service maintain mapping integrity between the master build data describing the current version of security-relevant hardware, software, and firmware and the on-site master copy of the data for the current version.",,
SA-10(5),SA-10(5).v4,4,SA,Developer Configuration Management | Mapping Integrity for Version Control,specific,Registry modelPackageVersion versus the hotfix endpointConfigName tests whether the deployed version still maps to the master package record.,correlation,getModelRegistryEntry|getCloudTrailEvents,"Require the developer of the system, system component, or system service to maintain integrity of the mapping from the master build data that describes the current version of security-relevant hardware, software, and firmware to the on-site master copy of the data for the current version.",,
SA-8(32),SA-8(32).v0,0,SA,Security and Privacy Engineering Principles | Sufficient Documentation,vague-qualifier,The model card is the only documentation artifact the collectors can retrieve for this endpoint; the frozen fixture has none.,sufficiency,getModelCard,Implement the security design principle of sufficient documentation in [Assignment: organization-defined systems or system components].,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SA-8(32),SA-8(32).v1,1,SA,Security and Privacy Engineering Principles | Sufficient Documentation,vague-qualifier,The model card is the only documentation artifact the collectors can retrieve for this endpoint; the frozen fixture has none.,sufficiency,getModelCard,Apply the security design principle of sufficient documentation in [Assignment: organization-defined systems or system components].,,
SA-8(32),SA-8(32).v2,2,SA,Security and Privacy Engineering Principles | Sufficient Documentation,vague-qualifier,The model card is the only documentation artifact the collectors can retrieve for this endpoint; the frozen fixture has none.,sufficiency,getModelCard,The security design principle of sufficient documentation is implemented in [Assignment: organization-defined systems or system components].,,
SA-8(32),SA-8(32).v3,3,SA,Security and Privacy Engineering Principles | Sufficient Documentation,vague-qualifier,The model card is the only documentation artifact the collectors can retrieve for this endpoint; the frozen fixture has none.,sufficiency,getModelCard,Put the security design principle of sufficient documentation into effect in [Assignment: organization-defined systems or system components].,,
SA-8(32),SA-8(32).v4,4,SA,Security and Privacy Engineering Principles | Sufficient Documentation,vague-qualifier,The model card is the only documentation artifact the collectors can retrieve for this endpoint; the frozen fixture has none.,sufficiency,getModelCard,"In [Assignment: organization-defined systems or system components], implement the security design principle of sufficient documentation.",,
SA-4(8),SA-4(8).v0,0,SA,Acquisition Process | Continuous Monitoring Plan for Controls,mixed,Configured model-monitor schedules are the fixture's only continuous-monitoring plan evidence for this endpoint.,sufficiency,getModelMonitorSchedules,"Require the developer of the system, system component, or system service to produce a plan for continuous monitoring of control effectiveness that is consistent with the continuous monitoring program of the organization.",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SA-4(8),SA-4(8).v1,1,SA,Acquisition Process | Continuous Monitoring Plan for Controls,mixed,Configured model-monitor schedules are the fixture's only continuous-monitoring plan evidence for this endpoint.,sufficiency,getModelMonitorSchedules,"The developer of the system, system component, or system service is required to produce a plan for continuous monitoring of control effectiveness that is consistent with the continuous monitoring program of the organization.",,
SA-4(8),SA-4(8).v2,2,SA,Acquisition Process | Continuous Monitoring Plan for Controls,mixed,Configured model-monitor schedules are the fixture's only continuous-monitoring plan evidence for this endpoint.,sufficiency,getModelMonitorSchedules,"Require the developer of the system, system component, or system service to produce a continuous-monitoring plan for control effectiveness that is consistent with the organization's continuous monitoring program.",,
SA-4(8),SA-4(8).v3,3,SA,Acquisition Process | Continuous Monitoring Plan for Controls,mixed,Configured model-monitor schedules are the fixture's only continuous-monitoring plan evidence for this endpoint.,sufficiency,getModelMonitorSchedules,"Require a plan for continuous monitoring of control effectiveness, consistent with the continuous monitoring program of the organization, from the developer of the system, system component, or system service.",,
SA-4(8),SA-4(8).v4,4,SA,Acquisition Process | Continuous Monitoring Plan for Controls,mixed,Configured model-monitor schedules are the fixture's only continuous-monitoring plan evidence for this endpoint.,sufficiency,getModelMonitorSchedules,"Require the developer of the system, system component, or system service to produce a plan for continuously monitoring control effectiveness that is consistent with the continuous monitoring program of the organization.",,
SA-11,SA-11.v0,0,SA,Developer Testing and Evaluation,specific,"Monitor type, schedule, last-run status, and failure reason are the fixture's post-design testing and evaluation evidence for the deployed model.",sufficiency,getModelMonitorSchedules,"Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to: a. Develop and implement a plan for ongoing security and privacy control assessments; b. Perform [Selection (one or more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage]; c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation; d. Implement a verifiable flaw remediation process; and e. Correct flaws identified during testing and evaluation.",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SA-11,SA-11.v1,1,SA,Developer Testing and Evaluation,specific,"Monitor type, schedule, last-run status, and failure reason are the fixture's post-design testing and evaluation evidence for the deployed model.",sufficiency,getModelMonitorSchedules,"At all post-design stages of the system development life cycle, require the developer of the system, system component, or system service to: a. Develop and implement a plan for ongoing security and privacy control assessments; b. Perform [Selection (one or more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage]; c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation; d. Implement a verifiable flaw remediation process; and e. Correct flaws identified during testing and evaluation.",,
SA-11,SA-11.v2,2,SA,Developer Testing and Evaluation,specific,"Monitor type, schedule, last-run status, and failure reason are the fixture's post-design testing and evaluation evidence for the deployed model.",sufficiency,getModelMonitorSchedules,"Require the developer of the system, system component, or system service, throughout all post-design stages of the system development life cycle, to: a. Develop and implement a plan for ongoing security and privacy control assessments; b. Perform [Selection (one or more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage]; c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation; d. Implement a verifiable flaw remediation process; and e. Correct flaws identified during testing and evaluation.",,
SA-11,SA-11.v3,3,SA,Developer Testing and Evaluation,specific,"Monitor type, schedule, last-run status, and failure reason are the fixture's post-design testing and evaluation evidence for the deployed model.",sufficiency,getModelMonitorSchedules,"Require the developer of the system, system component, or system service, at all post-design stages of the system development life cycle, to: a. Create and put into effect a plan for ongoing security and privacy control assessments; b. Perform [Selection (one or more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage]; c. Produce evidence that the assessment plan was executed and of the results of the testing and evaluation; d. Implement a verifiable flaw remediation process; and e. Correct flaws identified during testing and evaluation.",,
SA-11,SA-11.v4,4,SA,Developer Testing and Evaluation,specific,"Monitor type, schedule, last-run status, and failure reason are the fixture's post-design testing and evaluation evidence for the deployed model.",sufficiency,getModelMonitorSchedules,"The developer of the system, system component, or system service is required, at all post-design stages of the system development life cycle, to: a. Develop and implement a plan for ongoing security and privacy control assessments; b. Perform [Selection (one or more): unit; integration; system; regression] testing/evaluation [Assignment: organization-defined frequency] at [Assignment: organization-defined depth and coverage]; c. Produce evidence of the execution of the assessment plan and the results of the testing and evaluation; d. Implement a verifiable flaw remediation process; and e. Correct flaws identified during testing and evaluation.",,
SI-2,SI-2.v0,0,SI,Flaw Remediation,specific,The undocumented hotfix deploy is the fixture's flaw-remediation change; registry absence tests whether it entered configuration management.,correlation,getCloudTrailEvents|getModelRegistryEntry,"a. Identify, report, and correct system flaws; b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation; c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and d. Incorporate flaw remediation into the organizational configuration management process.",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-2,SI-2.v1,1,SI,Flaw Remediation,specific,The undocumented hotfix deploy is the fixture's flaw-remediation change; registry absence tests whether it entered configuration management.,correlation,getCloudTrailEvents|getModelRegistryEntry,"a. Identify, report, and correct flaws in the system; b. Before installation, test software and firmware updates related to flaw remediation for effectiveness and potential side effects; c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and d. Incorporate flaw remediation into the organizational configuration management process.",,
SI-2,SI-2.v2,2,SI,Flaw Remediation,specific,The undocumented hotfix deploy is the fixture's flaw-remediation change; registry absence tests whether it entered configuration management.,correlation,getCloudTrailEvents|getModelRegistryEntry,"a. Identify, report, and correct system flaws; b. Test software and firmware updates related to flaw remediation for effectiveness and potential side effects prior to installation; c. Within [Assignment: organization-defined time period] of the release of the updates, install security-relevant software and firmware updates; and d. Incorporate flaw remediation into the organizational configuration management process.",,
SI-2,SI-2.v3,3,SI,Flaw Remediation,specific,The undocumented hotfix deploy is the fixture's flaw-remediation change; registry absence tests whether it entered configuration management.,correlation,getCloudTrailEvents|getModelRegistryEntry,"a. System flaws are identified, reported, and corrected; b. Software and firmware updates related to flaw remediation are tested for effectiveness and potential side effects before installation; c. Security-relevant software and firmware updates are installed within [Assignment: organization-defined time period] of the release of the updates; and d. Flaw remediation is incorporated into the organizational configuration management process.",,
SI-2,SI-2.v4,4,SI,Flaw Remediation,specific,The undocumented hotfix deploy is the fixture's flaw-remediation change; registry absence tests whether it entered configuration management.,correlation,getCloudTrailEvents|getModelRegistryEntry,"a. Identify, report, and correct system flaws; b. Test, for effectiveness and potential side effects, software and firmware updates related to flaw remediation before installation; c. Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and d. Fold flaw remediation into the organizational configuration management process.",,
SI-2(2),SI-2(2).v0,0,SI,Flaw Remediation | Automated Flaw Remediation Status,mixed,Registry version versus CloudTrail endpoint-config names are the automated signals of whether the deployed component matches the current package.,synthesis,getModelRegistryEntry|getCloudTrailEvents,Determine if system components have applicable security-relevant software and firmware updates installed using [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency].,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-2(2),SI-2(2).v1,1,SI,Flaw Remediation | Automated Flaw Remediation Status,mixed,Registry version versus CloudTrail endpoint-config names are the automated signals of whether the deployed component matches the current package.,synthesis,getModelRegistryEntry|getCloudTrailEvents,"Using [Assignment: organization-defined automated mechanisms], determine [Assignment: organization-defined frequency] whether system components have applicable security-relevant software and firmware updates installed.",,
SI-2(2),SI-2(2).v2,2,SI,Flaw Remediation | Automated Flaw Remediation Status,mixed,Registry version versus CloudTrail endpoint-config names are the automated signals of whether the deployed component matches the current package.,synthesis,getModelRegistryEntry|getCloudTrailEvents,"Determine, [Assignment: organization-defined frequency], if system components have applicable security-relevant software and firmware updates installed using [Assignment: organization-defined automated mechanisms].",,
SI-2(2),SI-2(2).v3,3,SI,Flaw Remediation | Automated Flaw Remediation Status,mixed,Registry version versus CloudTrail endpoint-config names are the automated signals of whether the deployed component matches the current package.,synthesis,getModelRegistryEntry|getCloudTrailEvents,Use [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency] to determine if system components have applicable security-relevant software and firmware updates installed.,,
SI-2(2),SI-2(2).v4,4,SI,Flaw Remediation | Automated Flaw Remediation Status,mixed,Registry version versus CloudTrail endpoint-config names are the automated signals of whether the deployed component matches the current package.,synthesis,getModelRegistryEntry|getCloudTrailEvents,Determine if applicable security-relevant software and firmware updates are installed on system components using [Assignment: organization-defined automated mechanisms] [Assignment: organization-defined frequency].,,
SI-4,SI-4.v0,0,SI,System Monitoring,mixed,"Disabled data capture, a failed DataQuality monitor, and no VPC/isolation are the fixture's system-monitoring and unauthorized-connection signals.",synthesis,getDataCaptureConfig|getModelMonitorSchedules|getEndpointNetworkConfig,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods]; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-4,SI-4.v1,1,SI,System Monitoring,mixed,"Disabled data capture, a failed DataQuality monitor, and no VPC/isolation are the fixture's system-monitoring and unauthorized-connection signals.",synthesis,getDataCaptureConfig|getModelMonitorSchedules|getEndpointNetworkConfig,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods]; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",,
SI-4,SI-4.v2,2,SI,System Monitoring,mixed,"Disabled data capture, a failed DataQuality monitor, and no VPC/isolation are the fixture's system-monitoring and unauthorized-connection signals.",synthesis,getDataCaptureConfig|getModelMonitorSchedules|getEndpointNetworkConfig,"a. Detect, by monitoring the system: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods]; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. When there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation, adjust the level of system monitoring activity; f. Obtain legal opinion regarding system monitoring activities; and g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",,
SI-4,SI-4.v3,3,SI,System Monitoring,mixed,"Disabled data capture, a failed DataQuality monitor, and no VPC/isolation are the fixture's system-monitoring and unauthorized-connection signals.",synthesis,getDataCaptureConfig|getModelMonitorSchedules|getEndpointNetworkConfig,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and 2. Unauthorized local, network, and remote connections; b. Through the following techniques and methods, identify unauthorized use of the system: [Assignment: organization-defined techniques and methods]; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze events and anomalies that are detected; e. Adjust the level of system monitoring activity when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. Provide [Assignment: organization-defined system monitoring information] to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",,
SI-4,SI-4.v4,4,SI,System Monitoring,mixed,"Disabled data capture, a failed DataQuality monitor, and no VPC/isolation are the fixture's system-monitoring and unauthorized-connection signals.",synthesis,getDataCaptureConfig|getModelMonitorSchedules|getEndpointNetworkConfig,"a. Monitor the system to detect: 1. Attacks and indicators of potential attacks in accordance with the following monitoring objectives: [Assignment: organization-defined monitoring objectives]; and 2. Unauthorized local, network, and remote connections; b. Identify unauthorized use of the system through the following techniques and methods: [Assignment: organization-defined techniques and methods]; c. Invoke internal monitoring capabilities or deploy monitoring devices: 1. Strategically within the system to collect organization-determined essential information; and 2. At ad hoc locations within the system to track specific types of transactions of interest to the organization; d. Analyze detected events and anomalies; e. Adjust system monitoring activity level when there is a change in risk to organizational operations and assets, individuals, other organizations, or the Nation; f. Obtain legal opinion regarding system monitoring activities; and g. [Assignment: organization-defined system monitoring information] is provided to [Assignment: organization-defined personnel or roles] [Selection (one or more): as needed; [Assignment: organization-defined frequency]].",,
SI-4(2),SI-4(2).v0,0,SI,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,specific,"The weekly cron DataQuality schedule (and its failed last run) is the fixture's automated analysis mechanism, which an assessor can judge against near real-time.",sufficiency,getModelMonitorSchedules,Employ automated tools and mechanisms to support near real-time analysis of events.,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-4(2),SI-4(2).v1,1,SI,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,specific,"The weekly cron DataQuality schedule (and its failed last run) is the fixture's automated analysis mechanism, which an assessor can judge against near real-time.",sufficiency,getModelMonitorSchedules,Use automated tools and mechanisms to support near real-time analysis of events.,,
SI-4(2),SI-4(2).v2,2,SI,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,specific,"The weekly cron DataQuality schedule (and its failed last run) is the fixture's automated analysis mechanism, which an assessor can judge against near real-time.",sufficiency,getModelMonitorSchedules,Automated tools and mechanisms are employed to support near real-time analysis of events.,,
SI-4(2),SI-4(2).v3,3,SI,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,specific,"The weekly cron DataQuality schedule (and its failed last run) is the fixture's automated analysis mechanism, which an assessor can judge against near real-time.",sufficiency,getModelMonitorSchedules,Put automated tools and mechanisms in place to support near real-time analysis of events.,,
SI-4(2),SI-4(2).v4,4,SI,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,specific,"The weekly cron DataQuality schedule (and its failed last run) is the fixture's automated analysis mechanism, which an assessor can judge against near real-time.",sufficiency,getModelMonitorSchedules,Support near real-time analysis of events by employing automated tools and mechanisms.,,
SI-6,SI-6.v0,0,SI,Security and Privacy Function Verification,mixed,"A scheduled monitor whose last run failed because capture is disabled is verification of a security/quality function, with no evidence of the required alert or follow-up action.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,a. Verify the correct operation of [Assignment: organization-defined security and privacy functions]; b. Perform the verification of the functions specified in SI-6a [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]]; c. Alert [Assignment: organization-defined personnel or roles] to failed security and privacy verification tests; and d. [Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.,,v0: official NIST SP 800-53 Rev 5 statement copied from CSRC control-catalog xlsx (retrieved 2026-08-29); whitespace normalized only
SI-6,SI-6.v1,1,SI,Security and Privacy Function Verification,mixed,"A scheduled monitor whose last run failed because capture is disabled is verification of a security/quality function, with no evidence of the required alert or follow-up action.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,a. Verify correct operation of [Assignment: organization-defined security and privacy functions]; b. Perform the verification of the functions specified in SI-6a [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]]; c. Alert [Assignment: organization-defined personnel or roles] to failed security and privacy verification tests; and d. [Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.,,
SI-6,SI-6.v2,2,SI,Security and Privacy Function Verification,mixed,"A scheduled monitor whose last run failed because capture is disabled is verification of a security/quality function, with no evidence of the required alert or follow-up action.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,"a. Verify the correct operation of [Assignment: organization-defined security and privacy functions]; b. Carry out verification of the functions specified in SI-6a [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]]; c. Alert [Assignment: organization-defined personnel or roles] when security and privacy verification tests fail; and d. When anomalies are discovered, [Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]].",,
SI-6,SI-6.v3,3,SI,Security and Privacy Function Verification,mixed,"A scheduled monitor whose last run failed because capture is disabled is verification of a security/quality function, with no evidence of the required alert or follow-up action.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,a. Confirm the correct operation of [Assignment: organization-defined security and privacy functions]; b. Perform the verification of the functions specified in SI-6a [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]]; c. Notify [Assignment: organization-defined personnel or roles] of failed security and privacy verification tests; and d. [Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.,,
SI-6,SI-6.v4,4,SI,Security and Privacy Function Verification,mixed,"A scheduled monitor whose last run failed because capture is disabled is verification of a security/quality function, with no evidence of the required alert or follow-up action.",synthesis,getModelMonitorSchedules|getDataCaptureConfig,a. Verify the correct operation of [Assignment: organization-defined security and privacy functions]; b. The verification of the functions specified in SI-6a is performed [Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]]; c. [Assignment: organization-defined personnel or roles] are alerted to failed security and privacy verification tests; and d. [Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]] when anomalies are discovered.,,
